x_m,y_m
-3.200000000000009059e+00,-2.650000000000006128e+00
-3.300000000000009148e+00,-2.650000000000006128e+00
-3.400000000000009681e+00,-2.650000000000006128e+00
-3.500000000000009770e+00,-2.650000000000006128e+00
-3.600000000000009859e+00,-2.650000000000006128e+00
-3.700000000000010392e+00,-2.650000000000006128e+00
-3.800000000000011369e+00,-2.650000000000006128e+00
-3.900000000000011013e+00,-2.645804195804201786e+00
-4.007342657342668701e+00,-2.644638694638701271e+00
-4.127505827505839164e+00,-2.704662004662011121e+00
-4.189510489510500868e+00,-2.845804195804202852e+00
-4.217832167832179735e+00,-2.950000000000006839e+00
-4.244172494172506305e+00,-3.050000000000007372e+00
-4.257342657342669590e+00,-3.150000000000007461e+00
-4.248018648018660137e+00,-3.250000000000008882e+00
-4.233333333333344939e+00,-3.350000000000008527e+00
-4.200000000000011724e+00,-3.450000000000009059e+00
-4.166666666666677621e+00,-3.550000000000009148e+00
-4.151981351981362423e+00,-3.650000000000009237e+00
-4.145804195804206671e+00,-3.750000000000009770e+00
-4.150000000000011013e+00,-3.850000000000009859e+00
-4.150000000000011013e+00,-3.950000000000010392e+00
-4.150000000000011013e+00,-4.050000000000011369e+00
-4.150000000000011013e+00,-4.150000000000011902e+00
-4.150000000000011013e+00,-4.250000000000012434e+00
-4.150000000000011013e+00,-4.400000000000011902e+00
-4.154195804195815356e+00,-4.500000000000012434e+00
-4.148018648018658716e+00,-4.600000000000012079e+00
-4.130186480186490705e+00,-4.700000000000012612e+00
-4.117365967365977930e+00,-4.800000000000013145e+00
-4.092191142191152764e+00,-4.900000000000013678e+00
-4.045337995338006642e+00,-5.004195804195817665e+00
-3.957342657342667103e+00,-5.105361305361318713e+00
-3.850000000000009415e+00,-5.172377622377635653e+00
-3.750000000000009326e+00,-5.215384615384628830e+00
-3.650000000000009681e+00,-5.234382284382298245e+00
-3.550000000000009592e+00,-5.248018648018661025e+00
-3.450000000000008171e+00,-5.254195804195817665e+00
-3.350000000000008527e+00,-5.250000000000013323e+00
-3.250000000000007994e+00,-5.250000000000013323e+00
-3.150000000000007461e+00,-5.250000000000013323e+00
-3.050000000000006928e+00,-5.250000000000013323e+00
-2.900000000000007017e+00,-5.250000000000013323e+00
-2.800000000000006484e+00,-5.250000000000013323e+00
-2.700000000000006395e+00,-5.250000000000013323e+00
-2.600000000000005862e+00,-5.250000000000013323e+00
-2.500000000000005773e+00,-5.250000000000013323e+00
-2.400000000000005240e+00,-5.250000000000013323e+00
-2.300000000000005151e+00,-5.250000000000013323e+00
-2.200000000000004619e+00,-5.254195804195817665e+00
-2.100000000000004530e+00,-5.248018648018661914e+00
-2.000000000000004441e+00,-5.233333333333346715e+00
-1.900000000000003686e+00,-5.203146853146867201e+00
-1.800000000000003819e+00,-5.156643356643370701e+00
-1.700000000000003286e+00,-5.121794871794885573e+00
-1.600000000000002975e+00,-5.097785547785561810e+00
-1.500000000000003109e+00,-5.095804195804209513e+00
-1.400000000000002576e+00,-5.100000000000013856e+00
-1.300000000000002265e+00,-5.100000000000013856e+00
-1.200000000000001954e+00,-5.104195804195818198e+00
-1.100000000000001421e+00,-5.098018648018661558e+00
-1.000000000000001776e+00,-5.084382284382297890e+00
-9.000000000000011324e-01,-5.058041958041971320e+00
-8.000000000000008216e-01,-5.027039627039640024e+00
-7.000000000000005107e-01,-5.013170163170175719e+00
-5.999999999999999778e-01,-4.986829836829849150e+00
-5.000000000000001110e-01,-4.974009324009336375e+00
-3.999999999999996336e-01,-4.950000000000013500e+00
-2.999999999999993783e-01,-4.925990675990688850e+00
-1.999999999999990674e-01,-4.910023310023322374e+00
-9.999999999999867328e-02,-4.900000000000011902e+00
1.323594012170303813e-15,-4.889976689976702318e+00
1.000000000000017264e-01,-4.869813519813532388e+00
2.000000000000020650e-01,-4.851981351981365265e+00
3.000000000000023759e-01,-4.841608391608405171e+00
4.000000000000026867e-01,-4.851981351981365265e+00
5.000000000000027756e-01,-4.866666666666679575e+00
6.000000000000031974e-01,-4.900000000000012790e+00
7.000000000000035083e-01,-4.933333333333346005e+00
8.000000000000039302e-01,-4.944871794871808390e+00
9.000000000000041300e-01,-4.964219114219127427e+00
1.000000000000004219e+00,-4.980186480186493014e+00
1.100000000000004530e+00,-4.994871794871807325e+00
1.200000000000004841e+00,-5.014219114219126361e+00
1.300000000000005151e+00,-5.030186480186492837e+00
1.400000000000005684e+00,-5.044871794871808035e+00
1.500000000000005551e+00,-5.064219114219127960e+00
1.600000000000005862e+00,-5.080186480186494435e+00
1.700000000000006395e+00,-5.098018648018662446e+00
1.800000000000006706e+00,-5.100000000000013856e+00
1.900000000000006573e+00,-5.101981351981365265e+00
2.000000000000007105e+00,-5.119813519813533276e+00
2.100000000000007194e+00,-5.139976689976703206e+00
2.200000000000007727e+00,-5.153146853146865602e+00
2.300000000000007816e+00,-5.150000000000012790e+00
2.400000000000008349e+00,-5.150000000000012790e+00
2.500000000000008438e+00,-5.150000000000012790e+00
2.600000000000008971e+00,-5.150000000000012790e+00
2.700000000000009059e+00,-5.150000000000012790e+00
2.800000000000009148e+00,-5.150000000000012790e+00
2.900000000000009681e+00,-5.150000000000012790e+00
3.000000000000010214e+00,-5.150000000000012790e+00
3.150000000000011013e+00,-5.150000000000012790e+00
3.300000000000010481e+00,-5.150000000000012790e+00
3.400000000000011458e+00,-5.146853146853159977e+00
3.500000000000011102e+00,-5.160023310023323262e+00
3.600000000000012079e+00,-5.180186480186494080e+00
3.700000000000012168e+00,-5.198018648018662091e+00
3.800000000000012701e+00,-5.204195804195817843e+00
3.900000000000012790e+00,-5.200000000000014388e+00
4.050000000000013145e+00,-5.200000000000014388e+00
4.150000000000013678e+00,-5.200000000000014388e+00
4.300000000000013145e+00,-5.200000000000014388e+00
4.400000000000013678e+00,-5.200000000000014388e+00
4.500000000000014211e+00,-5.200000000000014388e+00
4.600000000000014744e+00,-5.200000000000014388e+00
4.700000000000015277e+00,-5.200000000000014388e+00
4.850000000000015632e+00,-5.200000000000014388e+00
5.000000000000015987e+00,-5.200000000000014388e+00
5.100000000000016520e+00,-5.200000000000014388e+00
5.200000000000017053e+00,-5.196853146853160688e+00
5.300000000000016698e+00,-5.210023310023323972e+00
5.400000000000018119e+00,-5.230186480186493903e+00
5.500000000000016875e+00,-5.248018648018661025e+00
5.600000000000018296e+00,-5.250000000000013323e+00
5.700000000000017053e+00,-5.251981351981365620e+00
5.800000000000016698e+00,-5.265617715617729289e+00
5.900000000000018119e+00,-5.291958041958054970e+00
6.000000000000017764e+00,-5.322960372960387154e+00
6.100000000000020073e+00,-5.339976689976704272e+00
6.200000000000018829e+00,-5.353146853146866668e+00
6.300000000000019362e+00,-5.350000000000014744e+00
6.400000000000019895e+00,-5.350000000000014744e+00
6.500000000000020428e+00,-5.350000000000014744e+00
6.650000000000021672e+00,-5.345804195804210401e+00
6.750000000000021316e+00,-5.351981351981367041e+00
6.850000000000020961e+00,-5.369813519813533276e+00
6.950000000000022382e+00,-5.389976689976704094e+00
7.050000000000021139e+00,-5.403146853146866491e+00
7.150000000000021672e+00,-5.400000000000014566e+00
7.250000000000022204e+00,-5.400000000000014566e+00
7.350000000000023626e+00,-5.395804195804210224e+00
7.450000000000024158e+00,-5.398834498834513163e+00
7.550000000000022915e+00,-5.429836829836845347e+00
7.650000000000024336e+00,-5.470163170163186095e+00
7.750000000000023981e+00,-5.501165501165517391e+00
7.850000000000023626e+00,-5.504195804195820330e+00
7.950000000000025047e+00,-5.500000000000015987e+00
8.050000000000025580e+00,-5.500000000000015987e+00
8.200000000000025935e+00,-5.500000000000015987e+00
8.350000000000026290e+00,-5.500000000000015987e+00
8.500000000000026645e+00,-5.500000000000015987e+00
8.650000000000027001e+00,-5.500000000000015987e+00
8.750000000000028422e+00,-5.500000000000015987e+00
8.900000000000028777e+00,-5.500000000000015987e+00
9.050000000000027356e+00,-5.500000000000015987e+00
9.150000000000028777e+00,-5.500000000000015987e+00
9.300000000000027356e+00,-5.500000000000015987e+00
9.400000000000028777e+00,-5.500000000000015987e+00
9.550000000000030909e+00,-5.500000000000015987e+00
9.700000000000029488e+00,-5.500000000000015987e+00
9.800000000000030909e+00,-5.500000000000015987e+00
9.950000000000033040e+00,-5.500000000000015987e+00
1.010000000000003162e+01,-5.500000000000015987e+00
1.020000000000003304e+01,-5.500000000000015987e+00
1.035000000000003162e+01,-5.504195804195820330e+00
1.045000000000003126e+01,-5.498018648018663690e+00
1.055000000000003268e+01,-5.480186480186495679e+00
1.065000000000003233e+01,-5.460023310023324861e+00
1.075000000000003197e+01,-5.446853146853162464e+00
1.085000000000003340e+01,-5.453146853146868978e+00
1.095000000000003304e+01,-5.439976689976704805e+00
1.105000000000003446e+01,-5.419813519813533986e+00
1.115000000000003411e+01,-5.401981351981365975e+00
1.125000000000003553e+01,-5.395804195804210224e+00
1.135000000000003340e+01,-5.403146853146867379e+00
1.145000000000003482e+01,-5.389976689976703206e+00
1.155000000000003446e+01,-5.369813519813534164e+00
1.165000000000003588e+01,-5.351981351981366153e+00
1.175000000000003553e+01,-5.348951048951064102e+00
1.185000000000003695e+01,-5.339976689976704272e+00
1.195000000000003659e+01,-5.324009324009337796e+00
1.205000000000003624e+01,-5.300000000000013145e+00
1.215000000000003588e+01,-5.275990675990689383e+00
1.225000000000003730e+01,-5.264219114219127249e+00
1.235000000000003695e+01,-5.244871794871808213e+00
1.245000000000003837e+01,-5.230186480186493903e+00
1.255000000000003801e+01,-5.214219114219128315e+00
1.265000000000003766e+01,-5.194871794871808390e+00
1.275000000000004086e+01,-5.180186480186493192e+00
1.285000000000003695e+01,-5.163170163170176075e+00
1.295000000000004015e+01,-5.139976689976703206e+00
1.305000000000003801e+01,-5.117132867132880847e+00
1.315734265734269748e+01,-5.067132867132880136e+00
1.324114219114223090e+01,-4.993123543123555663e+00
1.328997668997672932e+01,-4.903146853146866491e+00
1.333916083916087736e+01,-4.800000000000012257e+00
1.338263403263407270e+01,-4.700000000000011724e+00
1.345314685314689385e+01,-4.600000000000011191e+00
1.350734265734269890e+01,-4.500000000000011546e+00
1.353484848484852598e+01,-4.400000000000011013e+00
1.356736596736600831e+01,-4.300000000000010481e+00
1.358018648018652108e+01,-4.200000000000009948e+00
1.359487179487183539e+01,-4.100000000000009415e+00
1.361002331002335275e+01,-4.000000000000009770e+00
1.363216783216787320e+01,-3.900000000000009681e+00
1.366783216783220922e+01,-3.800000000000009148e+00
1.369417249417253579e+01,-3.700000000000008615e+00
1.369895104895108950e+01,-3.600000000000008971e+00
1.370198135198139333e+01,-3.500000000000007994e+00
1.371981351981356312e+01,-3.400000000000007905e+00
1.373997668997673216e+01,-3.300000000000007372e+00
1.375629370629374648e+01,-3.200000000000006839e+00
1.373997668997673216e+01,-3.100000000000006750e+00
1.371981351981356134e+01,-3.000000000000006217e+00
1.370198135198139333e+01,-2.900000000000006573e+00
1.369580419580423580e+01,-2.800000000000006040e+00
1.370000000000004015e+01,-2.700000000000005951e+00
1.370000000000004015e+01,-2.600000000000005862e+00
1.370000000000004015e+01,-2.500000000000005329e+00
1.370000000000004015e+01,-2.400000000000004796e+00
1.370000000000004015e+01,-2.300000000000004707e+00
1.370000000000004015e+01,-2.200000000000004174e+00
1.370000000000004015e+01,-2.050000000000003819e+00
1.370000000000004015e+01,-1.900000000000003464e+00
1.370000000000004015e+01,-1.800000000000003375e+00
1.370000000000004015e+01,-1.700000000000002842e+00
1.370000000000004015e+01,-1.550000000000002487e+00
1.370000000000004015e+01,-1.450000000000002176e+00
1.370000000000004015e+01,-1.300000000000001821e+00
1.370000000000004015e+01,-1.200000000000001288e+00
1.370000000000004015e+01,-1.050000000000000933e+00
1.370000000000004015e+01,-9.500000000000007327e-01
1.370000000000004015e+01,-8.500000000000005329e-01
1.370000000000004015e+01,-7.500000000000002220e-01
1.370000000000004015e+01,-6.500000000000001332e-01
1.370314685314689207e+01,-5.499999999999996003e-01
1.369731934731938772e+01,-4.499999999999992895e-01
1.366515151515155502e+01,-3.499999999999992562e-01
1.359731934731938630e+01,-2.499999999999988898e-01
1.350314685314689278e+01,-1.499999999999985789e-01
1.340000000000003944e+01,-4.580419580419420322e-02
1.330000000000003801e+01,5.536130536130737245e-02
1.320000000000004015e+01,1.255244755244777910e-01
1.310000000000004050e+01,1.595571095571122200e-01
1.300000000000003908e+01,1.522144522144547873e-01
1.290000000000003944e+01,1.343822843822866098e-01
1.280000000000003624e+01,1.153846153846170980e-01
1.270000000000003837e+01,6.923076923077042810e-02
1.260000000000003695e+01,1.538461538461655294e-02
1.250000000000003730e+01,-6.561771561771476136e-02
1.240000000000003588e+01,-1.519813519813513203e-01
1.230000000000003624e+01,-2.489510489510484426e-01
1.220000000000003482e+01,-3.399766899766899497e-01
1.210000000000003517e+01,-4.198135198135198864e-01
1.200000000000003375e+01,-5.019813519813522973e-01
1.189685314685318041e+01,-5.958041958041965236e-01
1.180268065268068867e+01,-7.000000000000009548e-01
1.173484848484851817e+01,-8.000000000000011546e-01
1.170268065268068547e+01,-9.000000000000016875e-01
1.169685314685318112e+01,-1.000000000000001998e+00
1.170419580419583916e+01,-1.100000000000002309e+00
1.169801864801868341e+01,-1.200000000000002176e+00
1.168018648018651540e+01,-1.300000000000002709e+00
1.166002331002334280e+01,-1.400000000000003020e+00
1.164685314685318041e+01,-1.500000000000003109e+00
1.165000000000003411e+01,-1.600000000000003642e+00
1.165419580419583845e+01,-1.750000000000004219e+00
1.164801864801868092e+01,-1.850000000000004530e+00
1.163018648018651291e+01,-1.950000000000004396e+00
1.161002331002334387e+01,-2.050000000000005151e+00
1.159685314685318147e+01,-2.150000000000005240e+00
1.160314685314688887e+01,-2.250000000000005329e+00
1.158997668997672470e+01,-2.350000000000006306e+00
1.156981351981355388e+01,-2.450000000000005951e+00
1.155617715617719021e+01,-2.550000000000006484e+00
1.154382284382287693e+01,-2.650000000000006573e+00
1.153438228438231938e+01,-2.750000000000006661e+00
1.150804195804199281e+01,-2.850000000000007194e+00
1.148123543123546497e+01,-2.950000000000006839e+00
1.145804195804199210e+01,-3.050000000000007372e+00
1.143123543123546426e+01,-3.150000000000007461e+00
1.141118881118884509e+01,-3.250000000000008882e+00
1.137435897435900856e+01,-3.354195804195812869e+00
1.132517482517485874e+01,-3.455361305361314361e+00
1.124417249417252940e+01,-3.521328671328680215e+00
1.110419580419583596e+01,-3.567365967365976331e+00
1.100000000000003197e+01,-3.580186480186488662e+00
1.090000000000003233e+01,-3.594871794871802972e+00
1.080000000000003268e+01,-3.614219114219122453e+00
1.070000000000003126e+01,-3.625990675990684586e+00
1.060000000000002984e+01,-3.650000000000008793e+00
1.050000000000003020e+01,-3.674009324009333444e+00
1.040000000000003233e+01,-3.693123543123552732e+00
1.030000000000002913e+01,-3.696270396270405989e+00
1.020000000000003126e+01,-3.667132867132876228e+00
1.010000000000002807e+01,-3.617132867132875962e+00
1.000000000000003020e+01,-3.538927738927747590e+00
9.900000000000028777e+00,-3.451981351981360024e+00
9.795804195804223014e+00,-3.379836829836837087e+00
9.694638694638722853e+00,-3.320163170163177302e+00
9.604662004662033681e+00,-3.207342657342664438e+00
9.592657342657371800e+00,-3.100000000000006750e+00
9.600000000000029843e+00,-3.000000000000006217e+00
9.600000000000029843e+00,-2.850000000000006306e+00
9.600000000000029843e+00,-2.750000000000005773e+00
9.600000000000029843e+00,-2.650000000000005684e+00
9.600000000000029843e+00,-2.550000000000005596e+00
9.600000000000029843e+00,-2.450000000000005063e+00
9.600000000000029843e+00,-2.300000000000004707e+00
9.600000000000029843e+00,-2.200000000000004174e+00
9.600000000000029843e+00,-2.050000000000003819e+00
9.600000000000029843e+00,-1.900000000000003464e+00
9.600000000000029843e+00,-1.800000000000003375e+00
9.600000000000029843e+00,-1.700000000000002842e+00
9.600000000000029843e+00,-1.550000000000002487e+00
9.600000000000029843e+00,-1.450000000000002176e+00
9.600000000000029843e+00,-1.300000000000001821e+00
9.600000000000029843e+00,-1.200000000000001288e+00
9.596853146853176142e+00,-1.100000000000001421e+00
9.613170163170192239e+00,-1.000000000000000888e+00
9.620163170163198885e+00,-9.000000000000006883e-01
9.617832167832196077e+00,-8.000000000000004885e-01
9.606177156177185594e+00,-7.000000000000000666e-01
9.595804195804225500e+00,-5.999999999999998668e-01
9.600000000000029843e+00,-4.999999999999996669e-01
9.600000000000029843e+00,-3.999999999999992450e-01
9.600000000000029843e+00,-2.999999999999989897e-01
9.600000000000029843e+00,-1.999999999999985956e-01
9.603146853146883544e+00,-9.999999999999859002e-02
9.589976689976721147e+00,1.797173521111972150e-15
9.574009324009352895e+00,1.000000000000021150e-01
9.554195804195831698e+00,2.000000000000024258e-01
9.531351981352010228e+00,3.000000000000028200e-01
9.485547785547812083e+00,4.031468531468559435e-01
9.402214452214479934e+00,4.941724941724971454e-01
9.304195804195831698e+00,5.751748251748283192e-01
9.200000000000027711e+00,6.243589743589781360e-01
9.100000000000028066e+00,6.611888111888151176e-01
9.000000000000026645e+00,6.843822843822879864e-01
8.900000000000028777e+00,6.948717948717980653e-01
8.800000000000025580e+00,7.142191142191175457e-01
8.700000000000025935e+00,7.259906759906797902e-01
8.600000000000024514e+00,7.500000000000038858e-01
8.500000000000026645e+00,7.708624708624745026e-01
8.400000000000025224e+00,7.958041958041991437e-01
8.300000000000025580e+00,8.353146853146888873e-01
8.200000000000025935e+00,8.678321678321720967e-01
8.100000000000022737e+00,8.910256410256457427e-01
8.000000000000024869e+00,9.089743589743636276e-01
7.900000000000024336e+00,9.321678321678362744e-01
7.800000000000023803e+00,9.678321678321720745e-01
7.700000000000025047e+00,9.941724941724986442e-01
7.600000000000023626e+00,1.000000000000004663e+00
7.500000000000023981e+00,1.010023310023314469e+00
7.400000000000022560e+00,1.030186480186484177e+00
7.300000000000021139e+00,1.048018648018651744e+00
7.200000000000022382e+00,1.051048951048954683e+00
7.100000000000021849e+00,1.060023310023313847e+00
7.000000000000021316e+00,1.080186480186484443e+00
6.900000000000021672e+00,1.098018648018652454e+00
6.800000000000021139e+00,1.100000000000004530e+00
6.700000000000020606e+00,1.101981351981356605e+00
6.600000000000020073e+00,1.119813519813524616e+00
6.500000000000018652e+00,1.139976689976695212e+00
6.400000000000019895e+00,1.153146853146858719e+00
6.300000000000018474e+00,1.146853146853152428e+00
6.200000000000017941e+00,1.160023310023315490e+00
6.100000000000017408e+00,1.180186480186485198e+00
6.000000000000017764e+00,1.198018648018652765e+00
5.900000000000018119e+00,1.200000000000004619e+00
5.800000000000017586e+00,1.201981351981356472e+00
5.700000000000017053e+00,1.219813519813524483e+00
5.600000000000017408e+00,1.239976689976695079e+00
5.500000000000016875e+00,1.250000000000005551e+00
5.400000000000016342e+00,1.260023310023315357e+00
5.300000000000015810e+00,1.280186480186485065e+00
5.200000000000016165e+00,1.293822843822848290e+00
5.100000000000015632e+00,1.306177156177160681e+00
5.000000000000014211e+00,1.319813519813524794e+00
4.900000000000013678e+00,1.339976689976695168e+00
4.800000000000014033e+00,1.350000000000005196e+00
4.700000000000013500e+00,1.360023310023315446e+00
4.600000000000014744e+00,1.380186480186486042e+00
4.500000000000013323e+00,1.398018648018654275e+00
4.400000000000013678e+00,1.401048951048957658e+00
4.300000000000012257e+00,1.410023310023316157e+00
4.200000000000011724e+00,1.430186480186486087e+00
4.100000000000012967e+00,1.448018648018653654e+00
4.000000000000011546e+00,1.454195804195809405e+00
3.900000000000011902e+00,1.445804195804201164e+00
3.800000000000010925e+00,1.451981351981357360e+00
3.700000000000011280e+00,1.469813519813525371e+00
3.600000000000010747e+00,1.486829836829842710e+00
3.500000000000010658e+00,1.513170163170169058e+00
3.400000000000010569e+00,1.530186480186485731e+00
3.300000000000010036e+00,1.548018648018653298e+00
3.200000000000009504e+00,1.551048951048956015e+00
3.100000000000009415e+00,1.560023310023315180e+00
3.000000000000009326e+00,1.580186480186485554e+00
2.900000000000009237e+00,1.594871794871800752e+00
2.800000000000008704e+00,1.614219114219120454e+00
2.700000000000008171e+00,1.625990675990682588e+00
2.600000000000007638e+00,1.650000000000006795e+00
2.500000000000007550e+00,1.674009324009330557e+00
2.400000000000007461e+00,1.689976689976696145e+00
2.300000000000007372e+00,1.703146853146858986e+00
2.200000000000006839e+00,1.695804195804201608e+00
2.100000000000006306e+00,1.701981351981358026e+00
2.000000000000005773e+00,1.719813519813526259e+00
1.900000000000006128e+00,1.739976689976696633e+00
1.800000000000005818e+00,1.753146853146859918e+00
1.700000000000005729e+00,1.745804195804202763e+00
1.600000000000005418e+00,1.751981351981358737e+00
1.500000000000004663e+00,1.769813519813525859e+00
1.400000000000005018e+00,1.789976689976695789e+00
1.300000000000004263e+00,1.798951048951054732e+00
1.200000000000003952e+00,1.801981351981357893e+00
1.100000000000003642e+00,1.819813519813525904e+00
1.000000000000003109e+00,1.839976689976696722e+00
9.000000000000034639e-01,1.848951048951055665e+00
8.000000000000030420e-01,1.851981351981358825e+00
7.000000000000026201e-01,1.869813519813526836e+00
6.000000000000024203e-01,1.889976689976697211e+00
5.000000000000018874e-01,1.900000000000007683e+00
4.000000000000019096e-01,1.910023310023317267e+00
3.000000000000015987e-01,1.925990675990682854e+00
2.000000000000012046e-01,1.950000000000006839e+00
1.000000000000009215e-01,1.974009324009331046e+00
5.195496810550537248e-16,1.989976689976697299e+00
-9.999999999999947820e-02,2.003146853146860806e+00
-1.999999999999998446e-01,1.995804195804203429e+00
-3.000000000000002109e-01,2.001981351981359403e+00
-4.000000000000005218e-01,2.019813519813526970e+00
-5.000000000000008882e-01,2.039976689976696456e+00
-6.000000000000008660e-01,2.053146853146859296e+00
-7.000000000000013989e-01,2.046853146853153227e+00
-8.000000000000015987e-01,2.060023310023316512e+00
-9.000000000000019096e-01,2.080186480186487330e+00
-1.000000000000002442e+00,2.098018648018655341e+00
-1.100000000000002531e+00,2.104195804195811537e+00
-1.200000000000002620e+00,2.100000000000007194e+00
-1.300000000000002931e+00,2.100000000000007194e+00
-1.400000000000003464e+00,2.095804195804202852e+00
-1.500000000000003775e+00,2.101981351981359047e+00
-1.600000000000003642e+00,2.119813519813527503e+00
-1.700000000000004174e+00,2.139976689976697877e+00
-1.800000000000004263e+00,2.153146853146861606e+00
-1.900000000000004796e+00,2.150000000000008349e+00
-2.000000000000005329e+00,2.150000000000008349e+00
-2.150000000000005684e+00,2.145804195804204006e+00
-2.250000000000005773e+00,2.151981351981360202e+00
-2.350000000000006306e+00,2.172960372960381026e+00
-2.450000000000006395e+00,2.187296037296044826e+00
-2.554195804195810826e+00,2.168298368298375856e+00
-2.655361305361312318e+00,2.097319347319354321e+00
-2.725524475524482515e+00,2.003146853146859918e+00
-2.755361305361311963e+00,1.900000000000006128e+00
-2.754195804195810560e+00,1.800000000000006262e+00
-2.750000000000006217e+00,1.700000000000006173e+00
-2.750000000000006217e+00,1.600000000000005418e+00
-2.750000000000006217e+00,1.450000000000005285e+00
-2.750000000000006217e+00,1.350000000000004974e+00
-2.750000000000006217e+00,1.250000000000004441e+00
-2.750000000000006217e+00,1.150000000000003908e+00
-2.750000000000006217e+00,1.000000000000003775e+00
-2.750000000000006217e+00,9.000000000000034639e-01
-2.750000000000006217e+00,8.000000000000033751e-01
-2.750000000000006217e+00,7.000000000000029532e-01
-2.750000000000006217e+00,6.000000000000027534e-01
-2.750000000000006217e+00,5.000000000000024425e-01
-2.750000000000006217e+00,4.000000000000020206e-01
-2.751048951048956859e+00,2.958041958041978114e-01
-2.762004662004668987e+00,1.600233100233114936e-01
-2.723193473193479708e+00,3.263403263403379106e-02
-2.648368298368304785e+00,-4.219114219114099285e-02
-2.553146853146859296e+00,-9.533799533799380832e-02
-2.450000000000005507e+00,-1.041958041958024189e-01
-2.350000000000005418e+00,-1.100233100233083960e-01
-2.250000000000004885e+00,-1.301864801864789090e-01
-2.150000000000004352e+00,-1.480186480186470310e-01
-2.050000000000004263e+00,-1.541958041958033099e-01
-1.950000000000004174e+00,-1.499999999999990230e-01
-1.850000000000003419e+00,-1.499999999999990230e-01
-1.750000000000003553e+00,-1.468531468531458495e-01
-1.650000000000003242e+00,-1.600233100233092731e-01
-1.550000000000002931e+00,-1.843822843822839896e-01
-1.450000000000002620e+00,-1.960372960372958329e-01
-1.350000000000002309e+00,-1.812354312354308161e-01
-1.250000000000002220e+00,-1.700466200466194122e-01
-1.150000000000001910e+00,-1.770396270396265292e-01
-1.050000000000001377e+00,-1.980186480186479081e-01
-9.500000000000009548e-01,-2.041958041958041592e-01
-8.500000000000007550e-01,-1.999999999999998723e-01
-7.000000000000005107e-01,-1.999999999999998723e-01
-5.999999999999999778e-01,-1.999999999999998723e-01
-4.499999999999997891e-01,-1.999999999999998723e-01
-3.499999999999993672e-01,-1.999999999999998723e-01
-2.499999999999993616e-01,-1.999999999999998723e-01
-1.499999999999989675e-01,-1.968531468531468098e-01
-4.999999999999867745e-02,-2.100233100233097339e-01
5.000000000000163342e-02,-2.301864801864795251e-01
1.500000000000020206e-01,-2.480186480186470366e-01
2.500000000000020539e-01,-2.541958041958031211e-01
3.500000000000024203e-01,-2.499999999999989453e-01
4.500000000000027867e-01,-2.499999999999989453e-01
5.500000000000030420e-01,-2.458041958041946862e-01
6.500000000000034639e-01,-2.519813519813509650e-01
7.500000000000034417e-01,-2.698135198135190871e-01
8.500000000000036415e-01,-2.899766899766895722e-01
9.500000000000041744e-01,-3.031468531468529681e-01
1.050000000000004485e+00,-2.999999999999997113e-01
1.150000000000005018e+00,-2.999999999999997113e-01
1.250000000000005107e+00,-2.999999999999997113e-01
1.350000000000005196e+00,-2.968531468531467321e-01
1.450000000000005507e+00,-3.100233100233096839e-01
1.550000000000005818e+00,-3.301864801864795029e-01
1.650000000000006350e+00,-3.480186480186470144e-01
1.750000000000006217e+00,-3.541958041958030434e-01
