x_m,y_m,vx_mps
-1.151704843361390829e+01,-3.097522715453825182e+00,6.000000000000000000e+00
-1.190091796816566294e+01,-3.200833498144647127e+00,6.000000000000000000e+00
-1.228478742316073813e+01,-3.304146269752267440e+00,6.000000000000000000e+00
-1.266865703726917047e+01,-3.407460950720021309e+00,6.000000000000000000e+00
-1.305252689004761102e+01,-3.510777222821215293e+00,6.000000000000000000e+00
-1.343639722016608218e+01,-3.614094926942499786e+00,6.000000000000000000e+00
-1.382026834585128228e+01,-3.717413903970537170e+00,6.000000000000000000e+00
-1.420414034665986591e+01,-3.820733835678641555e+00,6.000000000000000000e+00
-1.458801346126186438e+01,-3.924054642510140578e+00,6.000000000000000000e+00
-1.497188792832727522e+01,-4.027376085795013161e+00,6.000000000000000000e+00
-1.535576382741279033e+01,-4.130697926863244440e+00,6.000000000000000000e+00
-1.573964155630177153e+01,-4.234020006601490138e+00,6.000000000000000000e+00
-1.612352119455087518e+01,-4.337342086339742941e+00,6.000000000000000000e+00
-1.650740298083010771e+01,-4.440663927407974221e+00,6.000000000000000000e+00
-1.689128707425285114e+01,-4.543985370692847248e+00,6.000000000000000000e+00
-1.727517371348908526e+01,-4.647306257081011083e+00,6.000000000000000000e+00
-1.765906305765216189e+01,-4.750626347902459301e+00,6.000000000000000000e+00
-1.804295542496878468e+01,-4.853945404487167714e+00,6.000000000000000000e+00
-1.842685089499561002e+01,-4.957263267721802258e+00,6.000000000000000000e+00
-1.881074970640267097e+01,-5.060579619379668159e+00,6.000000000000000000e+00
-1.919465209785996862e+01,-5.163894459460765418e+00,6.000000000000000000e+00
-1.957855822848083704e+01,-5.267207469738400150e+00,6.000000000000000000e+00
-1.996246833693531642e+01,-5.370518411542572146e+00,6.000000000000000000e+00
-2.034638258233673724e+01,-5.473827125759918033e+00,6.000000000000000000e+00
-2.073030120335511839e+01,-5.577133373720441156e+00,6.000000000000000000e+00
-2.111422435910380813e+01,-5.680437075867450503e+00,6.000000000000000000e+00
-2.149815228825280755e+01,-5.783737834417602031e+00,6.000000000000000000e+00
-2.188208522947215684e+01,-5.887035649370887747e+00,6.000000000000000000e+00
-2.226602334187517229e+01,-5.990330122943950286e+00,6.000000000000000000e+00
-2.264996686413190119e+01,-6.093621175580118177e+00,6.000000000000000000e+00
-2.303391595535566339e+01,-6.196908568609368118e+00,6.000000000000000000e+00
-2.341787077465980715e+01,-6.300192142918365157e+00,6.000000000000000000e+00
-2.380183164027102904e+01,-6.403471580280421627e+00,6.000000000000000000e+00
-2.418579751795258304e+01,-6.506746562468837425e+00,6.000000000000000000e+00
-2.456976315696411817e+01,-6.610015657463529593e+00,6.000000000000000000e+00
-2.495372211321520695e+01,-6.713277353687726823e+00,6.000000000000000000e+00
-2.533766802217209602e+01,-6.816529980451313087e+00,6.000000000000000000e+00
-2.572159451930101071e+01,-6.919772105734194767e+00,6.000000000000000000e+00
-2.610549516051151286e+01,-7.023002058846258500e+00,6.000000000000000000e+00
